invoiceId,businessId,payerId,montoFactura,relationDays,relationRecurrence,issuerInvoicesAmount,issuerCancelledInvoices,diasActividadPagador,Clients12Months,mora,facturaMorosa,montoFacturaWsz,issuerInvoicesAmountWsz,Clients12MonthsWsz
508,5060,2949,4824,2177839,387.0,14.615384615384617,41876648,0.070762,10520.0,9,420.0,1,2177839.0,41876648.0,9.0
509,17032,2707,5297,4897961,387.0,9.214285714285714,117407509,0.049144,8332.0,13,0.0,0,4897961.0,117407509.0,13.0
510,16351,127,379,4913867,494.0,19.0,339352343,0.192077,9597.0,4,-9.0,0,4913867.0,339352343.0,4.0
511,381,1859,4692,930580,630.0,11.454545454545457,108915481,0.067121,10414.0,10,0.0,0,930580.0,108915481.0,10.0
512,7623,950,4596,97531210,135.0,64.5,194105660,0.043415,9257.0,21,4.0,1,43578160.04999998,194105660.0,21.0
513,10461,2539,4829,4542230,385.0,25.6,18444524,0.127155,10617.0,46,116.0,1,4542230.0,18444524.0,46.0
514,1155,1659,4800,3798480,322.0,63.6,285933819,0.091393,10437.0,51,-4.0,0,3798480.0,285933819.0,51.0
515,14665,1853,4552,1412530,422.0,13.15625,24715668,0.19958,10433.0,42,23.0,1,1412530.0,24715668.0,42.0
516,11421,3580,4904,5938307,228.0,5.921052631578948,170909475,0.001722,10622.0,51,-3.0,0,5938307.0,170909475.0,51.0
517,25,980,4900,221995,1466.0,2.631956912028725,82335183,0.006494,10415.0,139,3.0,1,221995.0,82335183.0,139.0
518,14522,1586,5292,3428390,234.0,25.88888888888889,28149902,0.008652,8545.0,18,13.0,1,3428390.0,28149902.0,18.0
519,2300,5366,949,430327,676.0,3.273170731707317,607467397,0.062045,3951.0,126,-5.0,0,430327.0,607467397.0,126.0
520,12040,191,5448,2216375,302.0,17.705882352941178,138914632,0.070333,6097.0,2,-3.0,0,2216375.0,138914632.0,2.0
521,17824,966,1552,550000,959.0,25.210526315789476,129537229,0.070161,2853.0,151,-35.0,0,550000.0,129537229.0,151.0
522,9028,3439,988,6295358,201.0,15.307692307692308,81334539,0.048028,3891.0,22,18.0,1,6295358.0,81334539.0,22.0
523,56,2570,4357,4451519,258.0,18.923076923076923,39485648,0.059493,7663.0,78,0.0,0,4451519.0,39485648.0,78.0
524,4937,2163,4682,595000,8.0,80.0,152303340,0.140834,10519.0,12,2.0,1,595000.0,152303340.0,12.0
525,17008,1279,718,10710000,366.0,22.8125,21063000,0.036172,4880.0,24,-10.0,0,10710000.0,21063000.0,24.0
526,16863,1805,5443,26065894,631.0,19.65625,802997998,0.07245,6243.0,17,7.0,1,26065894.0,802997998.0,17.0
527,5192,3005,2040,27850554,434.0,17.28,124047525,0.20466,1915.0,25,-38.0,0,27850554.0,124047525.0,25.0
528,19249,4197,5326,10341100,308.0,14.0,406932249,0.002331,7965.0,16,-7.0,0,10341100.0,406932249.0,16.0
529,11380,3557,4773,6832774,729.0,14.79591836734694,196423570,0.072019,10623.0,5,0.0,0,6832774.0,196423570.0,5.0
530,13990,2193,1107,261800,288.0,23.916666666666668,58647529,0.022221,3675.0,26,45.0,1,261800.0,58647529.0,26.0
531,18819,720,4904,3927000,256.0,25.3,24479665,0.004208,10748.0,59,-1.0,0,3927000.0,24479665.0,59.0
532,16614,186,4693,692000,854.0,19.25,90130000,0.033741,12159.0,1,-7.0,0,692000.0,90130000.0,1.0
533,15250,2026,963,6961500,409.0,7.574074074074074,85979327,0.187458,4040.0,20,-9.0,0,6961500.0,85979327.0,20.0
534,3491,1887,4904,68728510,145.0,14.5,447980942,0.066383,10482.0,17,-20.0,0,43578160.04999998,447980942.0,17.0
535,2266,3255,959,1267207,204.0,2.292134831460674,16600470,0.029507,3856.0,45,11.0,1,1267207.0,16600470.0,45.0
536,10385,1649,4735,6881389,799.0,6.714285714285714,1565663082,0.019151,10603.0,5,-14.0,0,6881389.0,1558558119.399998,5.0
537,14197,214,4648,10145345,263.0,18.428571428571427,63458543,0.062913,10665.0,21,-29.0,0,10145345.0,63458543.0,21.0
538,13629,4502,4739,1005550,875.0,11.35064935064935,77116630,0.018165,10653.0,16,44.0,1,1005550.0,77116630.0,16.0
539,5883,2567,4605,5227408,12.0,80.0,5227408,0.059138,9130.0,9,459.0,1,5227408.0,5227408.0,9.0
540,2957,3560,5015,7073312,340.0,6.203703703703703,465179985,0.041512,2483.0,2,-1.0,0,7073312.0,465179985.0,2.0
541,9822,2516,5234,232374180,154.0,38.5,470795985,0.088557,9336.0,6,49.0,1,43578160.04999998,470795985.0,6.0
542,1604,3362,1462,2731050,410.0,31.0,29464162,0.0,2792.0,1,3.0,1,2731050.0,29464162.0,1.0
543,3053,1803,4715,309400,488.0,17.962962962962962,21199850,0.131819,10475.0,41,-7.0,0,309400.0,21199850.0,41.0
544,741,3213,2200,34650678,524.0,11.886363636363637,1175599685,0.03786,5396.0,6,-2.0,0,34650678.0,1175599685.0,6.0
545,10290,2313,5272,3811046,831.0,12.707692307692309,257118638,0.0,8819.0,5,-28.0,0,3811046.0,257118638.0,5.0
546,2332,2529,2551,5417475,749.0,5.13013698630137,77179625,0.041833,1389.0,87,15.0,1,5417475.0,77179625.0,87.0
547,3750,3457,4904,2045610,595.0,5.891089108910891,661252204,0.043543,10492.0,28,1.0,1,2045610.0,661252204.0,28.0
548,6971,77,5015,1761200,343.0,57.0,25799200,0.090824,2555.0,8,2.0,1,1761200.0,25799200.0,8.0
549,9185,2496,4664,844900,353.0,23.53333333333333,105505495,0.051315,10590.0,27,-7.0,0,844900.0,105505495.0,27.0
550,15047,1119,491,1463900,155.0,77.5,2927800,0.051322,1187.0,292,12.0,1,1463900.0,2927800.0,161.09999999999945
551,19805,3756,2085,20075300,121.0,24.2,48635300,0.045913,2101.0,31,24.0,1,20075300.0,48635300.0,31.0
552,10322,4228,5232,1877263,784.0,9.234567901234568,593201208,0.036256,9469.0,29,0.0,0,1877263.0,593201208.0,29.0
553,19112,3449,5405,2856000,216.0,5.375,43970500,0.0,6761.0,2,0.0,0,2856000.0,43970500.0,2.0
554,7133,1169,964,13255767,0.0,80.0,13255767,0.0,3916.0,1,35.0,1,13255767.0,13255767.0,1.0
555,5907,2389,1776,2737000,428.0,12.84375,2737000,0.034911,2360.0,74,-9.0,0,2737000.0,2737000.0,74.0
556,2228,3773,4888,59500,153.0,12.75,7175700,0.170612,10455.0,13,-20.0,0,59500.0,7175700.0,13.0
557,6959,3504,4578,17136000,103.0,41.5,96724388,0.110809,9629.0,12,54.0,1,17136000.0,96724388.0,12.0
558,807,1213,4904,674671,662.0,5.883928571428571,197362991,0.081243,10433.0,4,-7.0,0,674671.0,197362991.0,4.0
559,10676,3111,1104,2288489,286.0,6.333333333333333,19189619,0.076446,3462.0,8,40.0,1,2288489.0,19189619.0,8.0
560,11347,3796,2557,9517810,381.0,9.76923076923077,436306030,0.0,5425.0,2,3.0,1,9517810.0,436306030.0,2.0
561,4746,4587,719,3851063,702.0,9.236842105263158,552329296,0.035063,4677.0,1085,-1.0,0,3851063.0,552329296.0,161.09999999999945
562,10612,4311,5015,4140129,63.0,31.0,12217092,0.0,2617.0,1,7.0,1,4140129.0,12217092.0,1.0
563,2580,1102,4603,3058539,426.0,28.4,47844572,0.091431,9038.0,44,14.0,1,3058539.0,47844572.0,44.0
564,4419,1887,4838,22366555,11.0,8.0,896208684,0.056516,10503.0,20,2.0,1,22366555.0,896208684.0,20.0
565,10528,2559,4715,249900,847.0,2.8907849829351537,2512461171,0.036833,10616.0,5,0.0,0,249900.0,1558558119.399998,5.0
566,7702,1463,4959,4800000,239.0,119.0,85450000,0.09091,10560.0,5,3.0,1,4800000.0,85450000.0,5.0
567,8925,2193,4829,1666000,322.0,21.266666666666666,25161658,0.028621,10580.0,26,51.0,1,1666000.0,25161658.0,26.0
568,16223,2438,4773,214200,478.0,34.07142857142857,9004730,0.259405,10689.0,8,1.0,1,214200.0,9004730.0,8.0
569,14677,2919,5339,2485815,59.0,29.5,172280034,0.0,7758.0,3,-6.0,0,2485815.0,172280034.0,3.0
570,419,504,2200,1357055,462.0,15.89655172413793,73917900,0.0,5388.0,4,-4.0,0,1357055.0,73917900.0,4.0
571,1895,3330,4760,5712619,621.0,56.36363636363637,69008503,0.184983,10449.0,48,0.0,0,5712619.0,69008503.0,48.0
572,19439,2455,4603,5025196,93.0,7.153846153846154,124323395,0.167052,9333.0,10,-26.0,0,5025196.0,124323395.0,10.0
573,18962,1149,4675,43472485,634.0,23.48148148148148,2799632796,0.047096,10749.0,25,-38.0,0,43472485.0,1558558119.399998,25.0
574,5633,3912,4551,1993298,165.0,5.857142857142857,123323920,0.0,10291.0,17,4.0,1,1993298.0,123323920.0,17.0
575,5076,1810,4760,3633958,777.0,48.125,64731134,0.044577,10520.0,40,0.0,0,3633958.0,64731134.0,40.0
576,3301,3397,4589,96749774,238.0,19.83333333333333,780853645,0.043468,9346.0,3,14.0,1,43578160.04999998,780853645.0,3.0
577,87,3132,5015,6784785,334.0,1.9588235294117649,651763252,0.050363,2420.0,742,7.0,1,6784785.0,651763252.0,161.09999999999945
578,18385,1322,4692,1004146,5.0,80.0,5375087,0.00605,10743.0,26,-5.0,0,1004146.0,5375087.0,26.0
579,16026,3002,380,21464589,62.0,20.0,154267076,0.0,365.0,3,-4.0,0,21464589.0,154267076.0,3.0
580,18782,121,939,8344280,424.0,18.43478260869565,294433962,0.089748,4183.0,10,-39.0,0,8344280.0,294433962.0,10.0
581,14536,2559,4715,67830,906.0,2.8945686900958467,3079188193,0.034647,10675.0,6,-7.0,0,67830.0,1558558119.399998,6.0
582,16929,1001,5122,6064699,385.0,11.235294117647058,118655185,0.074362,10723.0,837,280.0,1,6064699.0,118655185.0,161.09999999999945
583,10295,2532,939,3570000,182.0,87.0,43197000,0.0,4040.0,2,12.0,1,3570000.0,43197000.0,2.0
584,2998,5033,3044,4284000,121.0,14.625,54498287,0.064825,5100.0,15,-14.0,0,4284000.0,54498287.0,15.0
585,14196,3304,613,21102667,518.0,23.5,482742339,0.043265,5208.0,3,0.0,0,21102667.0,482742339.0,3.0
586,6610,1732,684,188961,205.0,13.666666666666666,20474826,0.03428,4833.0,11,-4.0,0,188961.0,20474826.0,11.0
587,6857,1385,4693,23800000,646.0,10.915254237288137,2799752640,0.062809,12000.0,6,-1.0,0,23800000.0,1558558119.399998,6.0
588,17106,3969,4627,3552150,340.0,8.91891891891892,10489182,0.003829,10720.0,2,-2.0,0,3552150.0,10489182.0,2.0
589,14951,3426,383,653772,510.0,36.35714285714285,22161323,0.4079,6289.0,11,-13.0,0,653772.0,22161323.0,11.0
590,18911,3950,4904,626167,544.0,7.337837837837838,194964780,0.018113,10749.0,8,0.0,0,626167.0,194964780.0,8.0
591,1022,1522,5015,1011500,1198.0,5.925742574257426,234697750,0.017531,2438.0,20,-8.0,0,1011500.0,234697750.0,20.0
592,5470,3300,718,79718,290.0,3.717948717948718,495874651,0.066154,4692.0,16,-11.0,0,79718.0,495874651.0,16.0
593,10082,2228,951,3133984,441.0,29.4,115387993,0.025236,4023.0,21,238.0,1,3133984.0,115387993.0,21.0
594,10524,1994,2687,711680,653.0,7.670588235294118,714673335,0.14737,5359.0,24,-15.0,0,711680.0,714673335.0,24.0
595,13182,3558,4904,2856000,753.0,9.907894736842104,348992271,0.039521,10647.0,27,1.0,1,2856000.0,348992271.0,27.0
596,18759,3362,1462,3105900,712.0,30.608695652173918,59627687,0.0,3094.0,1,205.0,1,3105900.0,59627687.0,1.0
597,2677,2835,5294,533120,633.0,4.164473684210527,274110650,0.095278,8305.0,24,-17.0,0,533120.0,274110650.0,24.0
598,15143,2318,4693,4069800,462.0,16.5,520185009,0.068941,12126.0,13,-3.0,0,4069800.0,520185009.0,13.0
599,12440,4027,3302,13288804,168.0,15.0,23256112,0.002114,672.0,5,-19.0,0,13288804.0,23256112.0,5.0
600,1471,1442,4773,759696,501.0,21.17391304347826,46621397,0.041529,10454.0,11,5.0,1,759696.0,46621397.0,11.0
601,7379,1373,4812,155890,595.0,19.193548387096776,7540673,0.148251,10553.0,116,17.0,1,155890.0,7540673.0,116.0
602,1994,5191,5245,404973660,0.0,80.0,5640873935,0.0,9044.0,43,16.0,1,43578160.04999998,1558558119.399998,43.0
603,12852,3859,1375,4248300,4.0,80.0,19123300,0.0,3128.0,12,312.0,1,4248300.0,19123300.0,12.0
604,10931,724,949,6997621,312.0,30.8,114554747,0.08453,4102.0,8,0.0,0,6997621.0,114554747.0,8.0
605,10205,770,5222,16014544,213.0,17.75,279044365,0.081563,9590.0,10,39.0,1,16014544.0,279044365.0,10.0
606,12919,4430,4876,16687600,203.0,12.4375,982450900,0.032704,10664.0,10,0.0,0,16687600.0,982450900.0,10.0
607,3345,1405,4856,21420000,665.0,11.083333333333334,399607871,0.017389,10478.0,61,-5.0,0,21420000.0,399607871.0,61.0
608,711,268,2298,380800,679.0,61.63636363636363,19128060,0.180566,5347.0,5,-1.0,0,380800.0,19128060.0,5.0
609,16350,2840,2462,13295965,497.0,5.123711340206185,221123333,0.024214,1708.0,58,17.0,1,13295965.0,221123333.0,58.0
610,14886,2108,4760,534310,994.0,17.403508771929825,89305578,0.020838,10671.0,1,-2.0,0,534310.0,89305578.0,1.0
611,16797,3008,3198,13982500,320.0,13.434782608695652,13982500,0.09439,1131.0,15,230.0,1,13982500.0,13982500.0,15.0
612,18451,1266,4818,8716871,1066.0,25.951219512195124,140732407,0.06219,10743.0,26,-3.0,0,8716871.0,140732407.0,26.0
613,3138,3920,1607,3510500,175.0,13.153846153846152,18088000,0.066593,2530.0,2,-8.0,0,3510500.0,18088000.0,2.0
614,5056,2244,4829,5712000,525.0,19.40740740740741,411361006,0.129161,10514.0,23,-13.0,0,5712000.0,411361006.0,23.0
615,5674,17,2712,27608000,256.0,25.5,131465250,0.262718,1300.0,12,6.0,1,27608000.0,131465250.0,12.0
616,9291,1501,1925,8415634,116.0,14.0,41518583,0.066854,5709.0,4,11.0,1,8415634.0,41518583.0,4.0
617,1561,1423,4551,222554,663.0,7.366666666666666,321705165,0.02016,10208.0,11,-30.0,0,222554.0,321705165.0,11.0
618,4829,3211,2220,16065000,155.0,12.333333333333334,16065000,0.131599,1801.0,7,1.0,1,16065000.0,16065000.0,7.0
619,11277,302,1185,142800,324.0,15.428571428571429,856800,0.204313,3460.0,27,5.0,1,142800.0,856800.0,27.0
620,14091,3992,4693,7794500,399.0,24.375,268766260,0.013281,12112.0,8,-32.0,0,7794500.0,268766260.0,8.0
621,5086,1149,4675,17017000,398.0,24.875,1252944724,0.062562,10513.0,23,-4.0,0,17017000.0,1252944724.0,23.0
622,15305,2992,5335,505750,196.0,7.84,2760800,0.069937,7842.0,12,0.0,0,505750.0,2760800.0,12.0
623,1468,1423,4551,595000,662.0,7.438202247191011,321482611,0.020169,10207.0,11,-31.0,0,595000.0,321482611.0,11.0
624,9595,47,4883,142800,228.0,13.411764705882351,33021251,0.0,10589.0,1,-31.0,0,142800.0,33021251.0,1.0
625,6364,3108,4141,15192956,357.0,39.66666666666666,441064839,0.048672,8061.0,13,7.0,1,15192956.0,441064839.0,13.0
626,3667,3363,1255,91140,198.0,21.88888888888889,10930622,0.04441,5993.0,65,-27.0,0,91140.0,10930622.0,65.0
627,12037,3253,5099,2023000,151.0,3.145833333333333,230430396,0.139441,10629.0,53,66.0,1,2023000.0,230430396.0,53.0
628,18811,701,4940,10528692,561.0,7.957142857142857,1415932223,0.07159,10749.0,18,9.0,1,10528692.0,1415932223.0,18.0
629,14113,3300,4748,90440,667.0,4.006024096385542,653652092,0.052731,10661.0,19,-6.0,0,90440.0,653652092.0,19.0
630,5954,2754,1864,2801718,148.0,30.0,127830464,0.140653,5686.0,11,2.0,1,2801718.0,127830464.0,11.0
631,3070,600,1255,2036602,244.0,60.0,11888677,0.0,5978.0,1,39.0,1,2036602.0,11888677.0,1.0
632,18763,3947,5152,4818080,436.0,26.5,9901130,0.0,10757.0,12,68.0,1,4818080.0,9901130.0,12.0
633,12658,1979,4603,16155184,691.0,17.275,354719104,0.0,9212.0,3,-28.0,0,16155184.0,354719104.0,3.0
634,17756,3494,5162,1299698,357.0,1.017094017094017,629917247,0.060057,10618.0,6,-29.0,0,1299698.0,629917247.0,6.0
635,6427,2494,5376,1718367,727.0,38.26315789473684,78193320,0.043658,10538.0,5,-20.0,0,1718367.0,78193320.0,5.0
636,8591,592,5339,2230418,244.0,24.4,7011850,0.02771,7664.0,181,-6.0,0,2230418.0,7011850.0,161.09999999999945
637,1537,1384,4773,342720,484.0,7.117647058823529,33468749,0.076596,10441.0,147,7.0,1,342720.0,33468749.0,147.0
638,128,3274,4715,2020620,56.0,54.0,10886120,0.024276,10409.0,7,-5.0,0,2020620.0,10886120.0,7.0
639,4888,4489,5106,23260406,588.0,9.966101694915254,364766570,0.057777,10511.0,37,-2.0,0,23260406.0,364766570.0,37.0
640,7005,2265,2536,26822600,139.0,69.5,532745910,0.086101,4591.0,6,0.0,0,26822600.0,532745910.0,6.0
641,4778,5059,4773,1399773,460.0,6.791044776119403,40481363,0.014279,10511.0,18,2.0,1,1399773.0,40481363.0,18.0
642,17777,2295,4900,4982054,416.0,8.666666666666666,132593965,0.034119,10724.0,8,0.0,0,4982054.0,132593965.0,8.0
643,14633,843,5234,11175528,1678.0,98.6470588235294,91591825,0.005066,9408.0,674,2.0,1,11175528.0,91591825.0,161.09999999999945
644,15859,966,949,440000,589.0,28.047619047619047,122855329,0.074753,4172.0,147,-2.0,0,440000.0,122855329.0,147.0
645,2593,1485,4692,571200,694.0,30.08695652173913,204790751,0.025308,10465.0,10,-5.0,0,571200.0,204790751.0,10.0
646,8111,2273,4664,23130268,289.0,18.0625,314926567,0.012261,10563.0,8,2.0,1,23130268.0,314926567.0,8.0
647,10544,4195,5024,49098280,96.0,31.0,106389776,0.0,10608.0,1,-28.0,0,43578160.04999998,106389776.0,1.0
648,11185,4039,4863,30940000,310.0,22.142857142857142,95605421,0.163269,10617.0,21,-10.0,0,30940000.0,95605421.0,21.0
649,3707,3520,2408,10289571,285.0,15.61111111111111,39898701,0.0,1565.0,2,53.0,1,10289571.0,39898701.0,2.0
650,6559,2724,5411,14679244,155.0,25.666666666666668,50396898,0.012988,6467.0,18,395.0,1,14679244.0,50396898.0,18.0
651,15405,3916,4557,1463700,257.0,8.290322580645162,92307573,0.039031,10234.0,8,-5.0,0,1463700.0,92307573.0,8.0
652,18570,2117,558,4216346,527.0,38.30769230769231,14375064,0.06359,10772.0,9,21.0,1,4216346.0,14375064.0,9.0
653,14029,1588,4904,4072299,892.0,11.35897435897436,310085183,0.004933,10664.0,6,0.0,0,4072299.0,310085183.0,6.0
654,15185,108,2256,1681823,157.0,31.2,89155438,0.0,1856.0,18,-3.0,0,1681823.0,89155438.0,18.0
655,5394,2193,4829,3430770,266.0,20.07692307692308,3430770,0.037514,10524.0,24,-13.0,0,3430770.0,3430770.0,24.0
656,129,3116,4760,1160826,666.0,19.558823529411764,21547486,0.006901,10409.0,2,0.0,0,1160826.0,21547486.0,2.0
657,2061,3487,1462,479808,295.0,6.413043478260869,275623437,0.008422,2794.0,3,10.0,1,479808.0,275623437.0,3.0
658,2710,2408,4603,428889685,557.0,10.901960784313726,3342817303,0.038045,9058.0,11,52.0,1,43578160.04999998,1558558119.399998,11.0
659,18119,5200,5293,14479746,1368.0,12.648148148148149,11448222845,0.089739,8605.0,15298,-11.0,0,14479746.0,1558558119.399998,161.09999999999945
660,974,2180,1255,840792,185.0,23.0,4119123,0.103313,5931.0,3,82.0,1,840792.0,4119123.0,3.0
661,9644,1033,4782,17599148,12.0,5.0,700693282,0.0,10589.0,1,0.0,0,17599148.0,700693282.0,1.0
662,14012,3088,1035,27370000,280.0,280.0,49087500,0.042469,3840.0,15,2.0,1,27370000.0,49087500.0,15.0
663,11046,2138,775,8967487,322.0,321.0,33199682,0.260284,4520.0,20,49.0,1,8967487.0,33199682.0,20.0
664,13342,3490,1252,5598050,778.0,21.58333333333333,8476900,0.0,3332.0,7,345.0,1,5598050.0,8476900.0,7.0
665,17973,5434,4715,11245500,511.0,18.703703703703702,1158744575,0.040283,10735.0,72,-7.0,0,11245500.0,1158744575.0,72.0
666,7452,3789,4904,1877254,343.0,21.125,27626796,0.000417,10554.0,3,0.0,0,1877254.0,27626796.0,3.0
667,18438,2529,2551,12299811,1035.0,4.510917030567685,479347716,0.02793,1675.0,101,-4.0,0,12299811.0,479347716.0,101.0
668,12422,3370,1221,411740,254.0,13.36842105263158,17824415,0.269968,3392.0,4,27.0,1,411740.0,17824415.0,4.0
669,6728,3052,5234,20909738,142.0,71.0,32537158,0.162283,9283.0,4,8.0,1,20909738.0,32537158.0,4.0
670,19761,155,5410,391272,340.0,9.444444444444445,56393981,0.037073,6720.0,135,-20.0,0,391272.0,56393981.0,135.0
671,19485,2739,1401,1666000,246.0,49.0,73714053,0.006931,3213.0,55,7.0,1,1666000.0,73714053.0,55.0
672,8604,3013,4925,14240660,519.0,16.1875,110409876,0.137158,10574.0,39,27.0,1,14240660.0,110409876.0,39.0
673,13678,2051,4551,207108,594.0,15.578947368421051,33398133,0.014581,10434.0,4,-14.0,0,207108.0,33398133.0,4.0
674,19158,1405,4693,20666016,954.0,8.654545454545454,1446673725,0.012696,12211.0,52,-7.0,0,20666016.0,1446673725.0,52.0
675,6347,359,4693,31968750,276.0,18.2,358853227,0.092225,11991.0,8,-5.0,0,31968750.0,358853227.0,8.0
676,11074,1423,4551,453549,845.0,6.653543307086614,497607141,0.019417,10390.0,14,-12.0,0,453549.0,497607141.0,14.0
677,17589,3258,857,9860508,202.0,13.4,10911378,0.0,4340.0,2,-7.0,0,9860508.0,10911378.0,2.0
678,2574,5038,4693,4998000,695.0,17.35,126632660,0.062986,11917.0,4,-5.0,0,4998000.0,126632660.0,4.0
679,19508,701,5043,36763548,378.0,31.08333333333333,1520181075,0.069814,10764.0,18,-12.0,0,36763548.0,1520181075.0,18.0
680,19369,4404,4904,2571590,31.0,14.5,19385695,0.0,10759.0,1,-5.0,0,2571590.0,19385695.0,1.0
681,13383,110,1462,8523970,608.0,30.4,68723393,0.027592,2994.0,2,312.0,1,8523970.0,68723393.0,2.0
682,13948,1996,2596,7450000,623.0,207.33333333333331,35003546,0.007896,1561.0,3,157.0,1,7450000.0,35003546.0,3.0
683,4653,2923,613,8984500,294.0,26.727272727272727,141831497,0.031433,5052.0,9,0.0,0,8984500.0,141831497.0,9.0
684,14644,1712,4557,3570000,897.0,7.529411764705882,367733800,0.140316,10223.0,2,-14.0,0,3570000.0,367733800.0,2.0
685,8287,682,4557,160288,674.0,3.867816091954023,376163203,0.113369,10133.0,2,-6.0,0,160288.0,376163203.0,2.0
686,2881,2880,5359,957579,485.0,21.08695652173913,46757269,0.017377,7285.0,2,-1.0,0,957579.0,46757269.0,2.0
687,10285,3559,1925,2311873,280.0,6.9,66269507,0.082576,5724.0,3,31.0,1,2311873.0,66269507.0,3.0
688,19148,1643,4692,1367024,564.0,30.27777777777778,54685101,0.059828,10770.0,11,0.0,0,1367024.0,54685101.0,11.0
689,9608,5263,4925,4131002,581.0,6.620689655172414,2260894800,0.405811,10603.0,115,8.0,1,4131002.0,1558558119.399998,115.0
690,6303,3179,5392,3132035,337.0,6.877551020408164,104750071,0.047903,6748.0,8,80.0,1,3132035.0,104750071.0,8.0
691,13967,2163,4589,6846639,669.0,18.08108108108108,314091787,0.118613,9526.0,9,6.0,1,6846639.0,314091787.0,9.0
692,14027,3962,484,5000000,479.0,66.57142857142857,12640874,0.0,1509.0,4,277.0,1,5000000.0,12640874.0,4.0
693,16214,164,4715,418880,882.0,13.1044776119403,37815694,0.052692,10692.0,19,0.0,0,418880.0,37815694.0,19.0
694,8344,213,516,1324173,253.0,16.733333333333334,6626453,0.118466,10570.0,14,42.0,1,1324173.0,6626453.0,14.0
695,1436,1578,764,2618000,363.0,27.923076923076923,24120705,0.066053,4395.0,9,493.0,1,2618000.0,24120705.0,9.0
696,13347,66,5045,8844080,607.0,27.61904761904762,19127465,0.0,10650.0,2,37.0,1,8844080.0,19127465.0,2.0
697,6787,1849,1454,6545000,196.0,39.2,218246000,0.118168,5908.0,16,-36.0,0,6545000.0,218246000.0,16.0
698,3574,2550,4941,33661236,105.0,20.8,164029309,0.067262,10484.0,20,-2.0,0,33661236.0,164029309.0,20.0
699,8439,220,5339,537880,1.0,80.0,537880,0.0,7661.0,1,-16.0,0,537880.0,537880.0,1.0
700,7690,1250,3084,149940,315.0,1.598984771573604,43668206,0.053665,5180.0,206,0.0,0,149940.0,43668206.0,161.09999999999945
701,16431,1143,4904,249900,892.0,2.8774193548387097,1280489152,0.016063,10695.0,22,-7.0,0,249900.0,1280489152.0,22.0
702,17605,3564,1972,784686,246.0,17.571428571428573,13959380,0.050945,2274.0,1,-23.0,0,784686.0,13959380.0,1.0
703,7096,1946,853,5338613,501.0,82.83333333333333,56941683,0.014906,4189.0,33,18.0,1,5338613.0,56941683.0,33.0
704,2672,1264,4909,5448467,451.0,10.465116279069768,160918486,0.196248,10465.0,39,0.0,0,5448467.0,160918486.0,39.0
705,10192,219,1094,52600380,661.0,55.083333333333336,1265414748,0.141698,3620.0,14,6.0,1,43578160.04999998,1265414748.0,14.0
706,12552,4953,2040,3309390,582.0,26.13636363636364,190717225,0.124947,2035.0,45,5.0,1,3309390.0,190717225.0,45.0
707,10539,2620,4904,168980,835.0,4.321243523316062,119377896,0.017525,10611.0,6,-2.0,0,168980.0,119377896.0,6.0
708,1942,1968,4723,3641400,190.0,12.466666666666669,63874124,0.131094,10451.0,33,8.0,1,3641400.0,63874124.0,33.0
709,16830,3764,5012,9383150,0.0,80.0,9383150,0.0,10703.0,7,0.0,0,9383150.0,9383150.0,7.0
710,8810,1608,5015,6095950,197.0,38.25,10692968,0.0,2584.0,4,0.0,0,6095950.0,10692968.0,4.0
711,14584,2438,4773,214200,456.0,37.833333333333336,8457330,0.265666,10667.0,8,0.0,0,214200.0,8457330.0,8.0
712,5461,2707,5297,1937320,199.0,8.521739130434783,5554380,0.073465,8144.0,11,0.0,0,1937320.0,5554380.0,11.0
713,7227,1649,2200,2713844,744.0,13.25,1408303696,0.020557,5525.0,6,-11.0,0,2713844.0,1408303696.0,6.0
714,15849,3407,4883,1731450,371.0,13.107142857142858,235063080,0.03623,10686.0,109,-10.0,0,1731450.0,235063080.0,109.0
715,10179,1903,5440,53550,493.0,10.717391304347826,24925061,0.017121,6181.0,31,43.0,1,53550.0,24925061.0,31.0
716,4742,4718,965,76577,492.0,2.0672268907563027,536246427,0.082176,3867.0,942,67.0,1,76577.0,536246427.0,161.09999999999945
717,5148,1600,4664,2756997,320.0,6.4,413322599,0.048799,10517.0,31,-12.0,0,2756997.0,413322599.0,31.0
718,2918,1130,1067,10115000,214.0,17.666666666666668,74129189,0.026968,6148.0,8,-5.0,0,10115000.0,74129189.0,8.0
719,2601,3300,718,218365,282.0,3.9027777777777777,455428575,0.068264,4684.0,15,50.0,1,218365.0,455428575.0,15.0
720,7697,3190,747,423688,448.0,2.036363636363636,272526000,0.015356,4605.0,66,-7.0,0,423688.0,272526000.0,66.0
721,1694,3435,292,20092628,162.0,16.1,1503732769,0.340211,3913.0,2,-1.0,0,20092628.0,1503732769.0,2.0
722,10531,1499,2537,410550,199.0,11.470588235294118,1207193146,0.092705,4652.0,71,4.0,1,410550.0,1207193146.0,71.0
723,12760,2478,684,13543093,954.0,190.8,13543093,0.127521,4931.0,124,-4.0,0,13543093.0,13543093.0,124.0
724,12933,1554,5297,2294464,336.0,4.591549295774648,214202839,0.02725,8280.0,107,0.0,0,2294464.0,214202839.0,107.0
725,2031,3300,4748,57120,457.0,4.663265306122449,340316669,0.08297,10451.0,10,4.0,1,57120.0,340316669.0,10.0
