invoiceId,businessId,payerId,montoFactura,relationDays,relationRecurrence,issuerInvoicesAmount,issuerCancelledInvoices,diasActividadPagador,Clients12Months,mora,facturaMorosa,montoFacturaWsz,issuerInvoicesAmountWsz,Clients12MonthsWsz,payerNroFactMorosas,payerNroFacturas,payerAmountFacturas,payerDiasMora,payerRatioMorosidad,payerAvgAmountFacturas,payerAvgDiasMora,payerDesvAmount,businessNroFactMorosas,businessNroFacturas,businessDiasMora,businessRatioMororsidad,businessAvgDiasMora
1007,15974,1423,4551,222554,915.0,6.429577464788732,593346381,0.017592,10460.0,15,0.0,0,222554.0,593346381.0,15.0,2,40,395766812.2499999,-250.0,0.05,9894170,-6.25,-9671616.0,0,8,-86.0,0.0,-10.75
2834,17714,1423,4551,478808,948.0,6.378378378378378,622500366,0.01897,10493.0,16,0.0,0,478808.0,622500366.0,16.0,2,43,439766137.2999999,-251.0,0.046511627906976744,10227119,-5.837209302325581,-9748311.0,0,9,-86.0,0.0,-9.555555555555555
1858,19056,1423,4551,297500,972.0,6.352941176470588,636985978,0.018896,10517.0,16,-5.0,0,297500.0,636985978.0,16.0,2,47,495187605.3499999,-272.0,0.0425531914893617,10535906,-5.787234042553192,-10238406.0,0,10,-86.0,0.0,-8.6
752,7999,1434,431,8134849,137.0,68.0,42707045,0.050415,10563.0,17,-4.0,0,8134849.0,42707045.0,17.0,0,3,5775114.0,-48.0,0.0,1925038,-16.0,6209811.0,0,0,0.0,0.0,0.0
891,9830,1434,431,4067424,169.0,56.0,89951648,0.283727,10595.0,17,-2.0,0,4067424.0,89951648.0,17.0,0,5,57488123.04999998,-56.0,0.0,11497624,-11.2,-7430200.0,0,1,-4.0,0.0,-4.0
2731,14068,1441,4603,1778485,616.0,21.20689655172414,160079513,0.062083,9240.0,3,-68.0,0,1778485.0,160079513.0,3.0,12,21,183075389.09999996,45.0,0.5714285714285714,8717875,2.142857142857143,-6939390.0,0,0,0.0,0.0,0.0
600,1471,1442,4773,759696,501.0,21.17391304347826,46621397,0.041529,10454.0,11,5.0,1,759696.0,46621397.0,11.0,2,8,30859407.0,-24.0,0.25,3857425,-3.0,-3097729.0,0,0,0.0,0.0,0.0
1429,3554,1442,1822,8731625,221.0,69.0,57312700,0.03822,2301.0,10,-9.0,0,8731625.0,57312700.0,10.0,0,0,0.0,0.0,0.0,0,0.0,8731625.0,1,1,5.0,1.0,5.0
2375,8699,1442,4773,1424430,628.0,18.264705882352946,104198269,0.032891,10581.0,8,-5.0,0,1424430.0,104198269.0,8.0,8,26,94088142.0,-62.0,0.3076923076923077,3618774,-2.3846153846153846,-2194344.0,1,2,-4.0,0.5,-2.0
1904,10362,1442,4773,760499,651.0,17.916666666666668,110588807,0.031895,10604.0,7,-5.0,0,760499.0,110588807.0,7.0,8,30,115867864.0,-86.0,0.26666666666666666,3862262,-2.8666666666666667,-3101763.0,1,3,-9.0,0.3333333333333333,-3.0
2512,5493,1444,5154,10659874,3.0,80.0,10659874,0.0,10520.0,2,1.0,1,10659874.0,10659874.0,2.0,0,0,0.0,0.0,0.0,0,0.0,10659874.0,0,0,0.0,0.0,0.0
1542,4532,1447,4552,21324800,300.0,26.454545454545453,99817200,0.065574,10277.0,1,3.0,1,21324800.0,99817200.0,1.0,0,0,0.0,0.0,0.0,0,0.0,21324800.0,0,0,0.0,0.0,0.0
2125,8589,1447,4552,10343480,368.0,24.53333333333333,203668476,0.038539,10345.0,1,3.0,1,10343480.0,203668476.0,1.0,1,1,21324800.0,3.0,1.0,21324800,3.0,-10981320.0,1,1,3.0,1.0,3.0
2466,2825,1450,5132,1285200,228.0,112.5,1285200,0.113723,10472.0,24,-12.0,0,1285200.0,1285200.0,24.0,0,0,0.0,0.0,0.0,0,0.0,1285200.0,0,0,0.0,0.0,0.0
869,211,1452,1255,3560842,101.0,33.333333333333336,12098766,0.262544,5911.0,3,145.0,1,3560842.0,12098766.0,3.0,0,0,0.0,0.0,0.0,0,0.0,3560842.0,0,0,0.0,0.0,0.0
566,7702,1463,4959,4800000,239.0,119.0,85450000,0.09091,10560.0,5,3.0,1,4800000.0,85450000.0,5.0,0,0,0.0,0.0,0.0,0,0.0,4800000.0,0,0,0.0,0.0,0.0
2427,11361,1463,2709,13000000,272.0,26.6,464458956,0.071565,5370.0,8,14.0,1,13000000.0,464458956.0,8.0,0,0,0.0,0.0,0.0,0,0.0,13000000.0,1,1,3.0,1.0,3.0
2329,14019,1463,5318,5054322,330.0,14.347826086956522,610654084,0.081445,7983.0,9,-14.0,0,5054322.0,610654084.0,9.0,0,1,702100.0,-3.0,0.0,702100,-3.0,4352222.0,2,2,17.0,1.0,8.5
2473,16020,1463,4704,36375000,348.0,13.88,857802323,0.073729,10687.0,10,277.0,1,36375000.0,857802323.0,10.0,1,1,130900.0,59.0,1.0,130900,59.0,36244100.0,2,3,3.0,0.6666666666666666,1.0
85,4238,1472,4357,7014256,1197.0,73.6875,34821098,0.009993,7767.0,293,3.0,1,7014256.0,34821098.0,161.09999999999943,0,7,34988347.0,-10.0,0.0,4998335,-1.4285714285714286,2015921.0,0,0,0.0,0.0,0.0
1730,16572,1472,4357,7111494,1393.0,60.26086956521739,319972797,0.014326,7963.0,248,0.0,0,7111494.0,319972797.0,161.09999999999943,1,20,98538701.0,-47.0,0.05,4926935,-2.35,2184559.0,1,1,3.0,1.0,3.0
140,18417,1472,4357,7177133,1439.0,56.84,387442526,0.014337,8009.0,259,-5.0,0,7177133.0,387442526.0,161.09999999999943,2,27,164530445.0,-63.0,0.07407407407407407,6093720,-2.3333333333333335,1083413.0,1,2,3.0,0.5,1.5
1037,2330,1473,4664,535500,265.0,21.666666666666668,4875430,0.070604,10461.0,15,-7.0,0,535500.0,4875430.0,15.0,0,2,17679330.0,-13.0,0.0,8839665,-6.5,-8304165.0,0,0,0.0,0.0,0.0
1686,11599,1473,4693,7854170,489.0,12.512820512820513,30305900,0.054809,12077.0,16,0.0,0,7854170.0,30305900.0,16.0,7,45,328081079.0,-184.0,0.15555555555555556,7290690,-4.088888888888889,563480.0,0,1,-7.0,0.0,-7.0
923,14069,1473,4856,357000,524.0,16.870967741935484,40480400,0.05159,10659.0,15,-32.0,0,357000.0,40480400.0,15.0,3,24,250556633.04999998,-33.0,0.125,10439859,-1.375,-10082859.0,0,2,-7.0,0.0,-3.5
2496,14070,1473,4693,297500,524.0,11.886363636363637,33816400,0.05159,12112.0,15,0.0,0,297500.0,33816400.0,15.0,9,60,433419928.0,-232.0,0.15,7223665,-3.8666666666666667,-6926165.0,0,3,-39.0,0.0,-13.0
645,2593,1485,4692,571200,694.0,30.08695652173913,204790751,0.025308,10465.0,10,-5.0,0,571200.0,204790751.0,10.0,0,2,1368857.0,0.0,0.0,684428,0.0,-113228.0,0,0,0.0,0.0,0.0
223,141,1498,2040,74204668,243.0,22.09090909090909,520013199,0.124596,1806.0,26,-8.0,0,43578160.04999998,520013199.0,26.0,0,0,0.0,0.0,0.0,0,0.0,43578160.04999998,0,0,0.0,0.0,0.0
2909,1315,1499,613,43742972,234.0,8.961538461538462,402010412,0.077688,4988.0,52,0.0,0,43578160.04999998,402010412.0,52.0,2,5,47741998.0,103.0,0.4,9548399,20.6,34029761.04999998,0,0,0.0,0.0,0.0
2219,1844,1499,613,53312000,241.0,8.607142857142858,455322412,0.100667,4995.0,53,0.0,0,43578160.04999998,455322412.0,53.0,3,8,148807038.09999996,145.0,0.375,18600879,18.125,24977281.049999982,0,1,0.0,0.0,0.0
262,4181,1499,613,12408554,299.0,8.08108108108108,656255445,0.120495,5053.0,60,0.0,0,12408554.0,656255445.0,60.0,3,16,320051485.1999999,145.0,0.1875,20003217,9.0625,-7594663.0,0,2,0.0,0.0,0.0
727,6923,1499,2537,431004,151.0,12.5,803140069,0.10679,4604.0,68,0.0,0,431004.0,803140069.0,68.0,1,1,8176452.0,38.0,1.0,8176452,38.0,-7745448.0,0,3,0.0,0.0,0.0
976,9986,1499,613,4974812,389.0,7.918367346938775,1065708155,0.095856,5143.0,69,34.0,1,4974812.0,1065708155.0,69.0,12,36,577823509.2499999,284.0,0.3333333333333333,16050653,7.888888888888889,-11075841.0,0,4,0.0,0.0,0.0
722,10531,1499,2537,410550,199.0,11.470588235294118,1207193146,0.092705,4652.0,71,4.0,1,410550.0,1207193146.0,71.0,1,2,8607456.0,38.0,0.5,4303728,19.0,-3893178.0,1,5,34.0,0.2,6.8
2522,7233,1500,613,8882160,346.0,28.58333333333333,145094902,0.018229,5099.0,5,21.0,1,8882160.0,145094902.0,5.0,3,22,388007485.1999999,140.0,0.13636363636363635,17636703,6.363636363636363,-8754543.0,0,0,0.0,0.0,0.0
934,7709,1500,613,13090000,354.0,25.285714285714285,145236873,0.017972,5107.0,5,14.0,1,13090000.0,145236873.0,5.0,5,25,405109104.1999999,175.0,0.2,16204364,7.0,-3114364.0,1,1,21.0,1.0,21.0
2177,13431,1500,613,13090000,451.0,23.42105263157895,237554095,0.013829,5204.0,4,33.0,1,13090000.0,237554095.0,4.0,20,52,827952713.3,522.0,0.38461538461538464,15922167,10.038461538461538,-2832167.0,2,2,35.0,1.0,17.5
2612,15598,1500,613,54145,476.0,23.7,237608240,0.013256,5229.0,4,18.0,1,54145.0,237608240.0,4.0,26,60,956436325.3,687.0,0.43333333333333335,15940605,11.45,-15886460.0,3,3,68.0,1.0,22.666666666666668
616,9291,1501,1925,8415634,116.0,14.0,41518583,0.066854,5709.0,4,11.0,1,8415634.0,41518583.0,4.0,2,4,13101122.0,472.0,0.5,3275280,118.0,5140354.0,0,0,0.0,0.0,0.0
932,6351,1502,4690,178091062,103.0,20.0,319500981,0.122914,10538.0,7,0.0,0,43578160.04999998,319500981.0,7.0,0,0,0.0,0.0,0.0,0,0.0,43578160.04999998,0,0,0.0,0.0,0.0
1127,9368,1502,4690,40234042,152.0,21.285714285714285,465379283,0.125272,10587.0,8,3.0,1,40234042.0,465379283.0,8.0,0,1,43578160.04999998,0.0,0.0,43578160,0.0,-3344118.0,0,1,0.0,0.0,0.0
19,8315,1504,613,20825000,428.0,9.906976744186046,266878178,0.060686,5116.0,5,10.0,1,20825000.0,266878178.0,5.0,9,30,441064561.1999999,239.0,0.3,14702152,7.966666666666667,6122848.0,0,0,0.0,0.0,0.0
2252,1494,1506,613,714000,234.0,11.45,110435570,0.035046,4987.0,15,0.0,0,714000.0,110435570.0,15.0,2,4,47027998.0,103.0,0.5,11756999,25.75,-11042999.0,0,0,0.0,0.0,0.0
2870,16490,1506,613,714000,494.0,9.88,358072666,0.033279,5247.0,14,17.0,1,714000.0,358072666.0,14.0,30,64,1005420840.3,799.0,0.46875,15709700,12.484375,-14995700.0,0,1,0.0,0.0,0.0
1090,4684,1508,2868,9635936,235.0,58.25,26612247,0.19191,1176.0,38,3.0,1,9635936.0,26612247.0,38.0,0,0,0.0,0.0,0.0,0,0.0,9635936.0,0,0,0.0,0.0,0.0
2292,10099,1508,2089,3386472,340.0,30.545454545454547,54196007,0.181262,5604.0,40,8.0,1,3386472.0,54196007.0,40.0,0,0,0.0,0.0,0.0,0,0.0,3386472.0,1,1,3.0,1.0,3.0
2492,15167,1508,1408,16822496,139.0,69.5,93458711,0.150179,2983.0,39,11.0,1,16822496.0,93458711.0,39.0,0,0,0.0,0.0,0.0,0,0.0,16822496.0,2,2,11.0,1.0,5.5
2660,3004,1519,4557,4165000,674.0,14.25531914893617,230089317,0.024948,10031.0,7,-7.0,0,4165000.0,230089317.0,7.0,2,17,37999114.0,-79.0,0.11764705882352941,2235242,-4.647058823529412,1929758.0,0,0,0.0,0.0,0.0
2045,8158,1519,4357,812139,740.0,17.571428571428573,279486737,0.026839,7816.0,7,-7.0,0,812139.0,279486737.0,7.0,1,13,85391446.0,-28.0,0.07692307692307693,6568572,-2.1538461538461537,-5756433.0,0,1,-7.0,0.0,-7.0
451,8330,1519,4557,1101546,768.0,13.678571428571429,280588283,0.026774,10125.0,7,-7.0,0,1101546.0,280588283.0,7.0,8,33,87414886.0,-96.0,0.24242424242424243,2648935,-2.909090909090909,-1547389.0,0,2,-14.0,0.0,-7.0
2166,10435,1519,4557,1108862,807.0,13.827586206896552,293506842,0.026005,10164.0,6,-3.0,0,1108862.0,293506842.0,6.0,8,39,103004308.0,-122.0,0.20512820512820512,2641136,-3.128205128205128,-1532274.0,0,3,-21.0,0.0,-7.0
1611,11326,1519,4357,2508916,793.0,17.217391304347824,296414539,0.025576,7869.0,6,0.0,0,2508916.0,296414539.0,6.0,1,17,91613695.0,-42.0,0.058823529411764705,5389040,-2.4705882352941178,-2880124.0,0,4,-24.0,0.0,-6.0
35,11630,1519,4551,3397269,819.0,15.41509433962264,304720558,0.025052,10391.0,6,0.0,0,3397269.0,304720558.0,6.0,2,31,294977676.15,-213.0,0.06451612903225806,9515408,-6.870967741935484,-6118139.0,0,5,-24.0,0.0,-4.8
2659,516,1522,5015,1213800,1189.0,5.91542288557214,214319000,0.016761,2429.0,20,-15.0,0,1213800.0,214319000.0,20.0,2,2,8608460.0,21.0,1.0,4304230,10.5,-3090430.0,0,0,0.0,0.0,0.0
591,1022,1522,5015,1011500,1198.0,5.925742574257426,234697750,0.017531,2438.0,20,-8.0,0,1011500.0,234697750.0,20.0,2,4,11207420.0,-8.0,0.5,2801855,-2.0,-1790355.0,0,1,-15.0,0.0,-15.0
1980,1655,1522,4784,1190000,9.0,6.0,264792850,0.025266,10451.0,23,28.0,1,1190000.0,264792850.0,23.0,0,0,0.0,0.0,0.0,0,0.0,1190000.0,0,2,-23.0,0.0,-11.5
2755,2319,1522,5015,4016250,1231.0,5.894230769230769,272022100,0.025675,2471.0,24,-14.0,0,4016250.0,272022100.0,24.0,3,11,50038179.0,-49.0,0.2727272727272727,4548925,-4.454545454545454,-532675.0,1,3,5.0,0.3333333333333333,1.6666666666666667
1511,4758,1522,5015,386750,1274.0,5.981220657276995,370848030,0.028853,2514.0,23,0.0,0,386750.0,370848030.0,23.0,4,17,71597790.0,-67.0,0.23529411764705882,4211634,-3.9411764705882355,-3824884.0,1,4,-9.0,0.25,-2.25
16,6328,1522,2055,307020,100.0,33.333333333333336,388670660,0.029626,1915.0,24,56.0,1,307020.0,388670660.0,24.0,0,0,0.0,0.0,0.0,0,0.0,307020.0,1,5,-9.0,0.2,-1.8
781,15863,1522,5015,345100,1450.0,5.918367346938775,656765760,0.035782,2690.0,23,0.0,0,345100.0,656765760.0,23.0,22,62,253116634.0,143.0,0.3548387096774194,4082526,2.306451612903226,-3737426.0,2,6,47.0,0.3333333333333333,7.833333333333333
2711,16953,1522,5015,410550,1481.0,5.971774193548387,689520510,0.035559,2721.0,23,1.0,1,410550.0,689520510.0,23.0,26,71,277701628.0,506.0,0.36619718309859156,3911290,7.126760563380282,-3500740.0,2,7,47.0,0.2857142857142857,6.714285714285714
2800,1003,1525,4782,185229450,11.0,10.0,612813181,0.175838,10430.0,15592,0.0,0,43578160.04999998,612813181.0,161.09999999999943,0,2,22591732.0,0.0,0.0,11295866,0.0,32282294.049999982,0,0,0.0,0.0,0.0
396,10428,1537,4782,35354757,12.0,80.0,35354757,0.0,10603.0,1,0.0,0,35354757.0,35354757.0,1.0,0,12,306137462.1999999,-24.0,0.0,25511455,-2.0,9843302.0,0,0,0.0,0.0,0.0
2969,8906,1547,5234,5842424,197.0,12.125,24975029,0.08439,9319.0,13,2.0,1,5842424.0,24975029.0,13.0,5,8,158291852.0,111.0,0.625,19786481,13.875,-13944057.0,0,0,0.0,0.0,0.0
2919,3992,1549,641,263288,224.0,22.1,704368481,0.039666,4946.0,6,-2.0,0,263288.0,704368481.0,6.0,0,0,0.0,0.0,0.0,0,0.0,263288.0,0,0,0.0,0.0,0.0
1715,12252,1549,4904,241332,841.0,5.454545454545454,1041151389,0.038076,10645.0,12,-12.0,0,241332.0,1041151389.0,12.0,27,130,534165625.09999996,-191.0,0.2076923076923077,4108966,-1.4692307692307693,-3867634.0,0,1,-2.0,0.0,-2.0
1717,14697,1549,4904,261949,870.0,5.5,1080762384,0.037114,10674.0,13,-12.0,0,261949.0,1080762384.0,13.0,29,151,680115714.15,-360.0,0.19205298013245034,4504077,-2.384105960264901,-4242128.0,0,2,-14.0,0.0,-7.0
986,15999,1549,641,226844,429.0,24.352941176470587,1120006755,0.039687,5151.0,13,-26.0,0,226844.0,1120006755.0,13.0,0,1,263288.0,-2.0,0.0,263288,-2.0,-36444.0,0,3,-26.0,0.0,-8.666666666666666
2147,12922,1554,5012,2537448,336.0,2.3496503496503496,264519537,0.02725,10657.0,107,0.0,0,2537448.0,264519537.0,107.0,0,1,2043861.0,0.0,0.0,2043861,0.0,493587.0,0,0,0.0,0.0,0.0
724,12933,1554,5297,2294464,336.0,4.591549295774648,214202839,0.02725,8280.0,107,0.0,0,2294464.0,214202839.0,107.0,0,15,90727991.0,0.0,0.0,6048532,0.0,-3754068.0,0,1,0.0,0.0,0.0
281,16062,1557,4694,656880,982.0,245.0,2366910,0.026604,10687.0,20,9.0,1,656880.0,2366910.0,20.0,2,3,30769273.0,-15.0,0.6666666666666666,10256424,-5.0,-9599544.0,0,0,0.0,0.0,0.0
734,690,1558,729,993174,423.0,46.888888888888886,218375182,0.040393,4549.0,6,-17.0,0,993174.0,218375182.0,6.0,0,0,0.0,0.0,0.0,0,0.0,993174.0,0,0,0.0,0.0,0.0
2312,715,1558,2687,3374037,470.0,9.97872340425532,228313313,0.040393,5176.0,6,-10.0,0,3374037.0,228313313.0,6.0,0,0,0.0,0.0,0.0,0,0.0,3374037.0,0,1,-17.0,0.0,-17.0
1928,11519,1563,1795,3570000,260.0,22.818181818181817,28600853,0.099653,2451.0,67,-4.0,0,3570000.0,28600853.0,67.0,0,0,0.0,0.0,0.0,0,0.0,3570000.0,0,0,0.0,0.0,0.0
274,17604,1563,4856,2998800,344.0,11.064516129032258,76045152,0.077632,10722.0,73,-32.0,0,2998800.0,76045152.0,73.0,5,29,260960785.04999998,-68.0,0.1724137931034483,8998647,-2.3448275862068964,-5999847.0,0,1,-4.0,0.0,-4.0
70,10843,1565,4448,3538953,351.0,8.357142857142858,99073822,0.002706,7132.0,9,3.0,1,3538953.0,99073822.0,9.0,0,0,0.0,0.0,0.0,0,0.0,3538953.0,0,0,0.0,0.0,0.0
1445,11727,1565,4448,1705444,364.0,8.465116279069768,106290810,0.00261,7145.0,9,56.0,1,1705444.0,106290810.0,9.0,1,1,3538953.0,3.0,1.0,3538953,3.0,-1833509.0,1,1,3.0,1.0,3.0
18,12341,1565,4448,3856271,373.0,8.454545454545455,137325548,0.00233,7154.0,10,66.0,1,3856271.0,137325548.0,10.0,2,2,5244397.0,59.0,1.0,2622198,29.5,1234073.0,2,2,59.0,1.0,29.5
2211,14716,1565,4448,5334413,407.0,8.479166666666666,189387091,0.001989,7188.0,10,34.0,1,5334413.0,189387091.0,10.0,3,3,9100668.0,125.0,1.0,3033556,41.666666666666664,2300857.0,3,3,125.0,1.0,41.666666666666664
1810,15589,1565,4461,6384816,390.0,30.0,195771907,0.001794,7082.0,10,41.0,1,6384816.0,195771907.0,10.0,0,0,0.0,0.0,0.0,0,0.0,6384816.0,4,4,159.0,1.0,39.75
1830,15826,1575,1890,13369825,52.0,17.333333333333332,469777485,0.139196,2335.0,7,7.0,1,13369825.0,469777485.0,7.0,1,1,43578160.04999998,13.0,1.0,43578160,13.0,-30208335.0,0,0,0.0,0.0,0.0
957,8373,1577,613,39880326,672.0,39.52941176470589,132177601,0.022378,5116.0,84,0.0,0,39880326.0,132177601.0,84.0,11,32,505467721.2499999,266.0,0.34375,15795866,8.3125,24084460.0,0,0,0.0,0.0,0.0
105,286,1578,764,2618000,335.0,27.83333333333333,24120705,0.067353,4367.0,9,522.0,1,2618000.0,24120705.0,9.0,0,0,0.0,0.0,0.0,0,0.0,2618000.0,0,0,0.0,0.0,0.0
695,1436,1578,764,2618000,363.0,27.923076923076923,24120705,0.066053,4395.0,9,493.0,1,2618000.0,24120705.0,9.0,1,1,2618000.0,522.0,1.0,2618000,522.0,0.0,1,1,522.0,1.0,522.0
831,16739,1579,4760,763693,1753.0,3.3589251439539347,388064459,0.164098,10713.0,138,2.0,1,763693.0,388064459.0,138.0,8,61,441352491.09999996,113.0,0.13114754098360656,7235286,1.8524590163934427,-6471593.0,0,0,0.0,0.0,0.0
1834,10218,1580,613,21420000,294.0,19.357142857142858,170597745,0.014154,5169.0,9,11.0,1,21420000.0,170597745.0,9.0,15,40,607999932.2499999,369.0,0.375,15199998,9.225,6220002.0,0,0,0.0,0.0,0.0
2951,11176,1580,4696,30321199,278.0,18.2,58909676,0.014154,10622.0,9,0.0,0,30321199.0,58909676.0,9.0,0,8,100140248.0,-128.0,0.0,12517531,-16.0,17803668.0,1,1,11.0,1.0,11.0
1440,17796,1585,5333,3051755,181.0,13.923076923076923,5954998,3.4e-05,7907.0,201,-39.0,0,3051755.0,5954998.0,161.09999999999943,1,1,384418.0,55.0,1.0,384418,55.0,2667337.0,0,0,0.0,0.0,0.0
518,14522,1586,5292,3428390,234.0,25.88888888888889,28149902,0.008652,8545.0,18,13.0,1,3428390.0,28149902.0,18.0,1,1,987700.0,31.0,1.0,987700,31.0,2440690.0,0,0,0.0,0.0,0.0
1151,2156,1588,4904,6669206,692.0,10.793650793650794,145126172,0.007208,10464.0,4,-5.0,0,6669206.0,145126172.0,4.0,4,28,65845528.0,-36.0,0.14285714285714285,2351626,-1.2857142857142858,4317580.0,0,0,0.0,0.0,0.0
1936,6825,1588,4904,30962447,775.0,11.159420289855072,220939325,0.005944,10547.0,5,0.0,0,30962447.0,220939325.0,5.0,24,77,340964626.09999996,-187.0,0.3116883116883117,4428112,-2.4285714285714284,26534335.0,0,1,-5.0,0.0,-5.0
1976,7337,1588,4904,2885750,790.0,11.04225352112676,227897374,0.005856,10562.0,5,0.0,0,2885750.0,227897374.0,5.0,24,85,392046843.09999996,-222.0,0.2823529411764706,4612315,-2.611764705882353,-1726565.0,0,2,-5.0,0.0,-2.5
996,13362,1588,4904,23200666,879.0,11.402597402597404,306012884,0.004976,10651.0,5,0.0,0,23200666.0,306012884.0,5.0,29,137,553922362.0999999,-208.0,0.2116788321167883,4043228,-1.5182481751824817,19157438.0,0,3,-5.0,0.0,-1.6666666666666667
653,14029,1588,4904,4072299,892.0,11.35897435897436,310085183,0.004933,10664.0,6,0.0,0,4072299.0,310085183.0,6.0,29,144,619342530.0999999,-316.0,0.2013888888888889,4300989,-2.1944444444444446,-228690.0,0,4,-5.0,0.0,-1.25
1751,14699,1589,4663,284886,476.0,19.04,19744784,0.061966,10681.0,102,84.0,1,284886.0,19744784.0,102.0,1,1,603163.0,12.0,1.0,603163,12.0,-318277.0,0,0,0.0,0.0,0.0
1835,16880,1596,5308,9890235,268.0,268.0,121007710,0.058363,8288.0,52,-5.0,0,9890235.0,121007710.0,52.0,0,0,0.0,0.0,0.0,0,0.0,9890235.0,0,0,0.0,0.0,0.0
1473,18691,1596,4557,17214684,662.0,36.72222222222222,160991155,0.064861,10301.0,53,-28.0,0,17214684.0,160991155.0,53.0,8,58,140254361.0,-378.0,0.13793103448275862,2418178,-6.517241379310345,14796506.0,0,1,-5.0,0.0,-5.0
717,5148,1600,4664,2756997,320.0,6.4,413322599,0.048799,10517.0,31,-12.0,0,2756997.0,413322599.0,31.0,2,5,25061363.0,27.0,0.4,5012272,5.4,-2255275.0,0,0,0.0,0.0,0.0
2797,12983,1600,4693,3856671,571.0,9.063492063492063,550402646,0.051202,12111.0,33,-3.0,0,3856671.0,550402646.0,33.0,9,57,425938517.0,-224.0,0.15789473684210525,7472605,-3.9298245614035086,-3615934.0,0,1,-12.0,0.0,-12.0
2118,4170,1601,4824,10589896,78.0,25.33333333333333,10589896,0.0,10498.0,2,375.0,1,10589896.0,10589896.0,2.0,15,18,115326882.0,366.0,0.8333333333333334,6407049,20.333333333333332,4182847.0,0,0,0.0,0.0,0.0
1625,18067,1603,1155,10093647,791.0,98.125,85038395,0.023583,3618.0,97,14.0,1,10093647.0,85038395.0,97.0,0,0,0.0,0.0,0.0,0,0.0,10093647.0,0,0,0.0,0.0,0.0
710,8810,1608,5015,6095950,197.0,38.25,10692968,0.0,2584.0,4,0.0,0,6095950.0,10692968.0,4.0,12,36,143457025.0,38.0,0.3333333333333333,3984917,1.0555555555555556,2111033.0,0,0,0.0,0.0,0.0
2671,1799,1627,4904,454985,376.0,4.213483146067416,183822766,0.003333,10457.0,2,-8.0,0,454985.0,183822766.0,2.0,3,24,63283291.0,-37.0,0.125,2636803,-1.5416666666666667,-2181818.0,0,0,0.0,0.0,0.0
2122,11250,1627,4904,365211,551.0,4.283464566929134,296008012,0.002442,10632.0,3,-14.0,0,365211.0,296008012.0,3.0,25,123,504538871.09999996,-187.0,0.2032520325203252,4101942,-1.5203252032520325,-3736731.0,0,1,-8.0,0.0,-8.0
1411,1466,1631,464,31826253,180.0,59.0,45373332,0.08362,539.0,13,-7.0,0,31826253.0,45373332.0,13.0,0,0,0.0,0.0,0.0,0,0.0,31826253.0,0,0,0.0,0.0,0.0
1057,9777,1631,306,14723030,18.0,80.0,201184433,0.132151,10609.0,22,-18.0,0,14723030.0,201184433.0,22.0,0,0,0.0,0.0,0.0,0,0.0,14723030.0,0,1,-7.0,0.0,-7.0
1550,1698,1635,357,3332000,363.0,59.833333333333336,64130175,0.155015,10447.0,18,15.0,1,3332000.0,64130175.0,18.0,0,0,0.0,0.0,0.0,0,0.0,3332000.0,0,0,0.0,0.0,0.0
2000,15810,1637,5392,47600000,212.0,16.307692307692307,47600000,0.006098,6895.0,4,12.0,1,43578160.04999998,47600000.0,4.0,24,28,235602790.1,490.0,0.8571428571428571,8414385,17.5,35163775.04999998,0,0,0.0,0.0,0.0
1334,16992,1638,5398,48779391,204.0,28.0,152635147,0.069484,6817.0,24,-17.0,0,43578160.04999998,152635147.0,24.0,0,4,14147914.0,-92.0,0.0,3536978,-23.0,40041182.04999998,0,0,0.0,0.0,0.0
1455,7395,1641,613,6134046,336.0,22.4,71021303,0.0,5100.0,2,0.0,0,6134046.0,71021303.0,2.0,4,23,396889645.1999999,161.0,0.17391304347826086,17256071,7.0,-11122025.0,0,0,0.0,0.0,0.0
1958,2687,1642,4557,1254260,571.0,6.926829268292683,171734520,0.030478,10024.0,7,1.0,1,1254260.0,171734520.0,7.0,1,13,26337522.0,-70.0,0.07692307692307693,2025963,-5.384615384615385,-771703.0,0,0,0.0,0.0,0.0
2624,6120,1642,4557,556920,637.0,6.913043478260869,198703802,0.030019,10090.0,7,-5.0,0,556920.0,198703802.0,7.0,7,26,57278171.0,-77.0,0.2692307692307692,2203006,-2.9615384615384617,-1646086.0,1,1,1.0,1.0,1.0
1357,16222,1643,4692,2380000,494.0,32.13333333333333,50954725,0.067827,10700.0,9,-13.0,0,2380000.0,50954725.0,9.0,1,14,18463478.0,-75.0,0.07142857142857142,1318819,-5.357142857142857,1061181.0,0,0,0.0,0.0,0.0
2756,17379,1643,4692,1666000,531.0,31.11764705882353,54685101,0.061799,10737.0,9,0.0,0,1666000.0,54685101.0,9.0,1,15,20843478.0,-88.0,0.06666666666666667,1389565,-5.866666666666666,276435.0,0,1,-13.0,0.0,-13.0
688,19148,1643,4692,1367024,564.0,30.27777777777778,54685101,0.059828,10770.0,11,0.0,0,1367024.0,54685101.0,11.0,1,20,25882686.0,-107.0,0.05,1294134,-5.35,72890.0,0,2,-13.0,0.0,-6.5
455,13566,1645,5234,8763755,393.0,39.2,117385170,0.198892,9395.0,38,4.0,1,8763755.0,117385170.0,38.0,11,19,463454196.2499999,330.0,0.5789473684210527,24392326,17.36842105263158,-15628571.0,0,0,0.0,0.0,0.0
